"Data","Ora","Azione","Stazione","Elett.","Minuti","Consumo"
"<nobr>01/03/2017</nobr>","<nobr>08:32:35</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>3</nobr>","<nobr>0,00</nobr>"
"<nobr>01/03/2017</nobr>","<nobr>08:29:00</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>27/02/2017</nobr>","<nobr>23:12:36</nobr>","<nobr>24</nobr>","<nobr>Bezzi</nobr>","","<nobr>28</nobr>","<nobr>0,00</nobr>"
"<nobr>27/02/2017</nobr>","<nobr>22:44:04</nobr>","<nobr>24</nobr>","<nobr>Piazza Venezia</nobr>","","<nobr>39</nobr>","<nobr>0,00</nobr>"
"<nobr>27/02/2017</nobr>","<nobr>22:05:08</nobr>","<nobr>12</nobr>","<nobr>Bezzi</nobr>","","",""
"<nobr>27/02/2017</nobr>","<nobr>12:53:49</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>1</nobr>","<nobr>0,00</nobr>"
"<nobr>27/02/2017</nobr>","<nobr>12:52:14</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>27/02/2017</nobr>","<nobr>12:33:42</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>2</nobr>","<nobr>0,00</nobr>"
"<nobr>27/02/2017</nobr>","<nobr>12:31:59</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>27/02/2017</nobr>","<nobr>10:25:47</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>1</nobr>","<nobr>0,00</nobr>"
"<nobr>27/02/2017</nobr>","<nobr>10:24:17</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>27/02/2017</nobr>","<nobr>10:20:21</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>27/02/2017</nobr>","<nobr>10:14:21</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>26/02/2017</nobr>","<nobr>18:56:23</nobr>","<nobr>24</nobr>","<nobr>Stazione Autocorriere</nobr>","","<nobr>10</nobr>","<nobr>0,00</nobr>"
"<nobr>26/02/2017</nobr>","<nobr>18:46:16</nobr>","<nobr>12</nobr>","<nobr>Stazione FFSS - Ospedale</nobr>","","",""
"<nobr>26/02/2017</nobr>","<nobr>15:34:35</nobr>","<nobr>24</nobr>","<nobr>Stazione FFSS - Ospedale</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>26/02/2017</nobr>","<nobr>15:26:51</nobr>","<nobr>12</nobr>","<nobr>Biblioteca</nobr>","","",""
"<nobr>26/02/2017</nobr>","<nobr>15:26:46</nobr>","<nobr>24</nobr>","<nobr>Biblioteca</nobr>","","<nobr>1</nobr>","<nobr>0,00</nobr>"
"<nobr>26/02/2017</nobr>","<nobr>15:25:28</nobr>","<nobr>12</nobr>","<nobr>Stazione Autocorriere</nobr>","","",""
"<nobr>25/02/2017</nobr>","<nobr>18:39:49</nobr>","<nobr>24</nobr>","<nobr>Stazione Autocorriere</nobr>","","<nobr>3</nobr>","<nobr>0,00</nobr>"
"<nobr>25/02/2017</nobr>","<nobr>18:36:35</nobr>","<nobr>12</nobr>","<nobr>Piazza Venezia</nobr>","","",""
"<nobr>23/02/2017</nobr>","<nobr>19:03:48</nobr>","<nobr>24</nobr>","<nobr>Stazione FF.SS.</nobr>","","<nobr>2</nobr>","<nobr>0,00</nobr>"
"<nobr>23/02/2017</nobr>","<nobr>17:35:51</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>32</nobr>","<nobr>0,00</nobr>"
"<nobr>23/02/2017</nobr>","<nobr>08:31:02</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>22/02/2017</nobr>","<nobr>17:09:46</nobr>","<nobr>24</nobr>","<nobr>Stazione FF.SS.</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>22/02/2017</nobr>","<nobr>17:05:12</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>22/02/2017</nobr>","<nobr>08:32:15</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>21/02/2017</nobr>","<nobr>18:12:37</nobr>","<nobr>24</nobr>","<nobr>Stazione FF.SS.</nobr>","","<nobr>6</nobr>","<nobr>0,00</nobr>"
"<nobr>21/02/2017</nobr>","<nobr>18:06:16</nobr>","<nobr>12</nobr>","<nobr>P. Rosmini</nobr>","","",""
"<nobr>21/02/2017</nobr>","<nobr>14:56:26</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>8</nobr>","<nobr>0,00</nobr>"
"<nobr>21/02/2017</nobr>","<nobr>14:48:46</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>21/02/2017</nobr>","<nobr>12:16:56</nobr>","<nobr>24</nobr>","<nobr>Università</nobr>","","<nobr>24</nobr>","<nobr>0,00</nobr>"
"<nobr>20/02/2017</nobr>","<nobr>17:39:04</nobr>","<nobr>24</nobr>","<nobr>P. Rosmini</nobr>","","<nobr>14</nobr>","<nobr>0,00</nobr>"
"<nobr>20/02/2017</nobr>","<nobr>17:25:11</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>20/02/2017</nobr>","<nobr>17:24:41</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>0</nobr>","<nobr>0,00</nobr>"
"<nobr>20/02/2017</nobr>","<nobr>17:24:31</nobr>","<nobr>12</nobr>","<nobr>Mart</nobr>","","",""
"<nobr>20/02/2017</nobr>","<nobr>12:56:26</nobr>","<nobr>24</nobr>","<nobr>Mart</nobr>","","<nobr>4</nobr>","<nobr>0,00</nobr>"
"<nobr>20/02/2017</nobr>","<nobr>12:52:37</nobr>","<nobr>12</nobr>","<nobr>Stazione FF.SS.</nobr>","","",""
"<nobr>16/02/2017</nobr>","<nobr>16:29:18</nobr>","<nobr>24</nobr>","<nobr>Stazione Autocorriere</nobr>","","<nobr>5</nobr>","<nobr>0,00</nobr>"
"<nobr>16/02/2017</nobr>","<nobr>16:24:04</nobr>","<nobr>12</nobr>","<nobr>Stazione Autocorriere</nobr>","","",""
